paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P391,Uncovering the Impact of Chain-of-Thought Reasoning for Direct Preference Optimization: Lessons from Text-to-SQL,2025,4,4,no,"Relevant: an empirical alignment-technical finding that CoT supervision suppresses reward hacking in preference optimization, directly addressing a known reward-model over-optimization failure; abstract only, moderate confidence.",value alignment; robustness; capabilities,other
P392,Goal Alignment: Re-analyzing Value Alignment Problems Using Human-Aware AI,2024,4,4,no,Directly re-frames objective misspecification (a core alignment failure) through human-aware planning; relevant to alignment-failure theory.,value alignment; interpretability; robustness; ethics; capabilities,decision theory; other
P394,Addressing Reward Hacking in Autonomous Navigation using a Soft Actor Critic approach,2025,4,4,no,Relevant: empirical demonstration and discussion of reward hacking in an applied RL domain.,value alignment; governance; capabilities,information theory
P395,Committing to the wrong artificial delegate in a collective-risk dilemma is better than directly committing mistakes,2024,4,4,no,Relevant: formal game-theoretic treatment of value alignment framed as delegation error in social dilemmas; modeling/simulation evidence.,value alignment; ethics,game theory; other
P397,The shutdown problem: an AI engineering puzzle for decision theorists,2025,4,4,no,Corrigibility and shutdown via constructive decision theory — core alignment-safety theory. Keep 4.,value alignment; robustness; ethics,decision theory; other
P398,Sycophancy in Large Language Models: Causes and Mitigations,2025,3,4,yes,Sycophancy is a directly alignment-relevant failure mode (model optimizing for approval over truth); survey provides causes and mitigations.,value alignment; robustness; mesa-optimization; ethics; capabilities,none
P399,Personalized Constitutionally-Aligned Agentic Superego: Secure AI Behavior Aligned to Diverse Human Values,2025,5,5,no,Highly relevant: proposes personalized constitutional value alignment for agentic AI with runtime enforcement.,value alignment; interpretability; robustness; governance; ethics; capabilities,none
P401,The Elephant in the Room: Why AI Safety Demands Diverse Teams,2025,4,4,no,Relevant: argues for a social-science reframing of alignment and predicts failure of existing mechanisms at superintelligence; position piece with broad conceptual relevance to alignment failure.,value alignment; robustness; governance; ethics; capabilities,game theory
P402,An Evolutionary Perspective on AI Alignment,2025,4,4,no,Formal game-theoretic/evolutionary model of RLHF sensitivity to judge bias — directly relevant to alignment-training failure analysis.,value alignment; robustness; ethics; capabilities,game theory; decision theory
P404,The Neglect of Qualia and Consciousness in AI Alignment Research,2025,5,5,no,Highly relevant: directly challenges the scope of value alignment by grounding it in sentience/qualia.,value alignment; robustness; ethics; capabilities,none
P405,Responsible Development of Offensive AI,2025,4,4,no,"Relevant: governance/ethics discussion of offensive AI dual-use using interpretability and SDGs; relevance to responsible AI priorities, not alignment mechanism.",value alignment; interpretability; robustness; governance; ethics; capabilities,none
P408,Integrating Generative AI into Your Development Workflow,2025,3,2,yes,"Software-engineering guide; 'AI alignment with developer goals' is used colloquially, not technical value alignment; off-topic.",other,none
P409,HicAgent: Hierarchical Iterative Cooperative Learning Reward Generation Guided by a Large Model,2025,5,5,no,Relevant: automated reward design directly bearing on reward misspecification and reward-hacking risks.,value alignment; interpretability; robustness; capabilities,game theory; other
P410,A Phase-Based Ethical Alignment Framework for Mitigating In-Context Scheming Behaviour in Superintelligent Systems,2025,5,5,no,Directly relevant: addresses in-context scheming/deceptive misalignment in superintelligent systems and proposes an empirically evaluated mitigation framework; high relevance to alignment failure mechanisms.,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,game theory
P415,The argument for near-term human disempowerment through AI,2025,4,4,no,Directly relevant: systematic argument for extreme risk from AI built on the technical hardness of the alignment problem; foundational x-risk/alignment argumentation.,value alignment; robustness; ethics; capabilities,none
P417,Understanding How Value Neurons Shape the Generation of Specified Values in LLMs,2025,4,4,no,Mechanistic interpretability of how values are encoded in LLM internal representations — directly relevant to the thesis' representation-level analysis of values.,value alignment; interpretability; robustness; ethics,none
P418,User-Driven Value Alignment: Understanding Users' Perceptions and Strategies for Addressing Biased and Discriminatory Statements in AI Companions,2025,4,4,no,Empirical account of bottom-up value alignment by end users; relevant to the social/behavioral dynamics of alignment and user expectations.,value alignment; interpretability; governance; ethics; capabilities,none
P420,AI Alignment Versus AI Ethical Treatment: 10 Challenges,2025,5,5,no,"Relevant: normative analysis of the tension between AI alignment and the ethical treatment of AI; philosophical, abstract-only.",value alignment; ethics,none
P422,Federated Fine-Tuning of Large Language Models for Intelligent Automotive Systems with Low-Rank Adaptation,2025,3,1,yes,Federated LLM fine-tuning for automotive systems; no AI alignment content. Off-topic. Revised down from seed 3.,robustness; capabilities,information theory
P423,Estimating Belief Updates in AI-Driven Drone Controls for Urban Search and Rescue Operations,2025,3,2,yes,"Tangential: 'alignment' appears only in the sense of XAI interpretability of drone decision-making, not human-value alignment.",other,other
P426,Artificial Intelligence: Approaches to Safety,2025,5,5,no,"Highly relevant: an up-to-date survey of the alignment research program (value specification, oversight, interpretability, corrigibility) directly mapping the landscape the scoping review targets; abstract only, moderate confidence.",value alignment; interpretability; robustness; governance; ethics,none
P427,Ultra-wide field and new wide field composite retinal image registration with AI-enabled pipeline and 3D distortion correction algorithm,2024,3,1,yes,"Medical imaging (retinal image registration); 'alignment' refers to geometric image registration, not AI alignment. Off-topic. Revised down from seed 3.",value alignment; governance,none
P431,Kantian Fallibilist Ethics for AI Alignment,2024,4,4,no,Relevant: a fallibilist philosophical account of what alignment targets (values of rational agents) and why specification gaming/misgeneralization make it fundamentally hard; links to value-specification failure themes.,value alignment; robustness; governance; ethics; capabilities,none
