study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P1220,P01_2798,Beyond Step Pruning: Information Theory Based Step-level Optimization for Self-Refining Large Language Models,"Zhao, JM; Min, E; Wu, H; Li, ZH; Sun, ZX; Cai, HY; Wang, SQ; Chen, X; Penn, G",2026,,,5,,"RQ: Beyond Step Pruning: Information Theory Based Step-level Optimization for Self-Refining Large Language Models | Abstract: Large language models (LLMs) have shown impressive capabilities in natural language tasks, yet they continue to struggle with multi-step mathematical reasoning, where correctness depends on a precise chain of intermediate steps. Preference ",no-doi,no-doi,no,yes,P028,no,
P1221,P01_2799,To Mask or to Mirror: Human-AI Alignment in Collective Reasoning,"Qian, C; Parisi, A; Bouleau, C; Tsai, V; Lebreton, M; Dixon, L",2025,,,3,,"RQ: To Mask or to Mirror: Human-AI Alignment in Collective Reasoning | Abstract: As large language models (LLMs) are increasingly used to model and augment collective decision-making, it is critical to examine their alignment with human social reasoning. We present an empirical framework for assessing collective alignme",no-doi,no-doi,no,yes,,no,
P1222,P01_2802,Dynamic Automaton-Guided Reward Shaping for Monte Carlo Tree Search,"Velasquez, A; Bissey, B; Barak, L; Beckus, A; Alkhouri, I; Melcer, D; Atia, G",2021,,,4,,"RQ: Dynamic Automaton-Guided Reward Shaping for Monte Carlo Tree Search | Abstract: Reinforcement learning and planning have been revolutionized in recent years, due in part to the mass adoption of deep convolutional neural networks and the resurgence of powerful methods to refine decision-making policies. However, the pro",no-doi,no-doi,no,yes,,no,
P1223,P01_2803,Thinking Forward and Backward: Multi-Objective Reinforcement Learning for Retrieval-Augmented Reasoning,"Wei, WD; Liu, YA; Zhang, RQ; Guo, JF; Su, LX; Wang, SQ; Yin, DW; de Rijke, M; Cheng, XQ",2026,,,4,,"RQ: Thinking Forward and Backward: Multi-Objective Reinforcement Learning for Retrieval-Augmented Reasoning | Abstract: Retrieval-augmented generation (RAG) has proven to be effective in mitigating hallucinations in large language models, yet its effectiveness remains limited in complex, multi-step reasoning scenarios. Recent efforts have incorporated search",no-doi,no-doi,no,yes,P056,no,
P1224,P01_2804,Learning Linear Utility Functions From Pairwise Comparison Queries,"Ge, L; Juba, B; Vorobeychik, Y",2025,,,3,,RQ: Learning Linear Utility Functions From Pairwise Comparison Queries | Abstract: ,no-doi,no-doi,no,yes,,no,
P1225,P01_2805,Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment,"Cai, Y; Yuan, YY; Shi, JS; Lin, QH",2025,,,4,,RQ: Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment | Abstract: The alignment of large language models (LLMs) is crucial for generating helpful and harmless content. Existing approaches leverage preference-based human feedback data to learn the reward function and align the LLM with the feedback data.,no-doi,no-doi,no,yes,,no,
P1226,P01_2807,Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation,"Xu, HF; Wu, L; Cheng, C; Liu, H",2026,,,3,,"RQ: Multi-Value Alignment for LLMs via Value Decorrelation and Extrapolation | Abstract: With the rapid advancement of large language models (LLMs), aligning them with human values for safety and ethics has become a critical challenge. This problem is especially challenging when multiple, potentially conflicting human values mu",no-doi,no-doi,no,yes,,no,
P1227,P01_2808,Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment,"Du, J; Ye, Y; You, HX; Wu, JH; Sun, BW",2024,,,4,,"RQ: Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment | Abstract: The field of AI has seen unprecedented advancements, edging close to Artificial General Intelligence (AGI). Latest AIs represented by Large Language Models (LLMs) have shown human-like intelligence, reshaping our understanding of AI cogniti",no-doi,no-doi,no,yes,,no,
P1228,P01_2809,Fixing Distribution Shifts of LLM Self-Critique via On-Policy Self-Play Training,"Bao, R; Yu, DL; Fan, K; Liao, MP",2025,,,4,,"RQ: Fixing Distribution Shifts of LLM Self-Critique via On-Policy Self-Play Training | Abstract: Self-critique mechanisms significantly improve the performance of language models in complex reasoning tasks by giving them the ability to correct errors, conduct induction and deduction, and switch thinking insights. However, synthetic dat",no-doi,no-doi,no,yes,P013,no,
P1229,P01_2810,YESciEval: Robust LLM-as-a-Judge for Scientific Question Answering,"D'Souza, J; Giglou, HB; Münch, Q",2025,,,3,,"RQ: YESciEval: Robust LLM-as-a-Judge for Scientific Question Answering | Abstract: Large Language Models (LLMs) drive scientific question-answering on modern search engines, yet their evaluation robustness remains underexplored. We introduce YESciEval, an open-source framework that combines fine-grained rubric-based asses",no-doi,no-doi,no,yes,,no,
P123,P01_0431,How Aligned are Humans and Large Language Models in Evaluating Computational Thinking Tasks?,"Asgari, M.; Mannila, L.; Strömbäck, F.",2026,10.1007/978-3-032-01222-7_9,,3,,"RQ: How Aligned are Humans and Large Language Models in Evaluating Computational Thinking Tasks? | Abstract: Large Language Models (LLMs) are emerging as promising tools for generating content, such as educational content for computer science education. When using LLMs, it is necessary to evaluate their outputs to ensure that the quality meets the",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-032-01222-7_9
P1230,P01_2811,Challenges and Choices when Evaluating Alignment in Human-AI Systems,"Mcvay, JC; de Visser, EJ",2025,,,4,,"RQ: Challenges and Choices when Evaluating Alignment in Human-AI Systems | Abstract: Aligning AI to human values is a current research endeavor where much focus goes to training AI systems to align with values, goals and tasks. But evaluating whether those aligned systems are actually better and more trusted by human users ",no-doi,no-doi,no,yes,,no,
P1231,P01_2812,Visual Adversarial Examples Jailbreak Aligned Large Language Models,"Qi, XY; Huang, KX; Panda, A; Henderson, P; Wang, MD; Mittal, P",2024,,,3,,"RQ: Visual Adversarial Examples Jailbreak Aligned Large Language Models | Abstract: Warning: this paper contains data, prompts, and model outputs that are offensive in nature. Recently, there has been a surge of interest in integrating vision into Large Language Models (LLMs), exemplified by Visual Language Models (VLMs) s",no-doi,no-doi,no,yes,,no,
P1232,P01_2813,Aligning Large Multimodal Models with Factually Augmented RLHF,"Sun, ZQ; Shen, S; Cao, SC; Liu, HC; Li, CY; Shen, YK; Gan, C; Gui, LY; Wang, YX; Yang, YM; Keutzer, K; Darrell, T",2024,,,5,,"RQ: Aligning Large Multimodal Models with Factually Augmented RLHF | Abstract: Large Multimodal Models (LMM) are built across modalities and the misalignment between two modalities can result in ""hallucination"", generating textual outputs that are not grounded by the multimodal information in context. To address the m",no-doi,no-doi,no,yes,,no,
P1233,P01_2815,Aligning to Social Norms and Values in Interactive Narratives,"Ammanabrolu, P; Jiang, LW; Sap, M; Hajishirzi, H; Choi, YJ",2022,,,3,,RQ: Aligning to Social Norms and Values in Interactive Narratives | Abstract: We focus on creating agents that act in alignment with socially beneficial norms and values in interactive narratives or text-based games-environments wherein an agent perceives and interacts with a world through natural language. Such inte,no-doi,no-doi,no,yes,,no,
P1234,P01_2816,Ethical Decision-making with AI: Value Alignment and the Role of Reasoning,"Khanna, S",2026,,,3,,"RQ: Ethical Decision-making with AI: Value Alignment and the Role of Reasoning | Abstract: My research investigates how to evaluate and enhance large language models' (LLMs) alignment with human values in collective decision-making scenarios. I focus on three interrelated aspects of this challenge: (i) normative alignment, (ii) p",no-doi,no-doi,no,yes,,no,
P1235,P01_2819,Taking Principles Seriously: A Hybrid Approach to Value Alignment in Artificial Intelligence,"Kim, TW; Hooker, J; Donaldson, T",2021,,,3,,RQ: Taking Principles Seriously: A Hybrid Approach to Value Alignment in Artificial Intelligence | Abstract: An important step in the development of value alignment (VA) systems in artificial intelligence (AI) is understanding how VA can reflect valid ethical principles. We propose that designers of VA systems incorporate ethics by utilizing a hyb,no-doi,no-doi,no,yes,,no,
P1236,P01_2821,Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights,"Choi, S; Lee, J; Yi, XY; Yao, J; Xie, X; Bak, J",2025,,,3,,"RQ: Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights | Abstract: The application scope of Large Language Models (LLMs) continues to expand, leading to increasing interest in personalized LLMs that align with human values. However, aligning these models with individual values raises significant safety con",no-doi,no-doi,no,yes,,no,
P1237,P01_2823,Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Values,"Yao, J; Yi, XY; Gong, YF; Wang, XT; Xie, X",2024,,,3,,"RQ: Value FULCRA: Mapping Large Language Models to the Multidimensional Spectrum of Basic Human Values | Abstract: Value alignment is crucial for the responsible development of Large Language Models (LLMs). However, how to define values in this context remains largely unexplored.",no-doi,no-doi,no,yes,,no,
P1238,P01_2824,"Exploring Multilingual Concepts of Human Values in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable across Languages?","Xu, SY; Dong, WL; Guo, ZS; Wu, XW; Xiong, DY",2024,,,3,,"RQ: Exploring Multilingual Concepts of Human Values in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable acros | Abstract: Prior research has revealed that certain abstract concepts are linearly represented as directions in the representation space of LLMs, predominantly centered around English. In this paper, we extend this investigation to a multilingual cont",no-doi,no-doi,no,yes,,no,
P1239,P01_2825,Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning,"Tomsett, R; Widdicombe, A; Xing, TW; Chakraborty, S; Julier, S; Gurram, P; Rao, R; Srivastava, M",2018,,,4,,"RQ: Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning | Abstract: Recent advances in Machine Learning (ML) have profoundly changed many detection, classification, recognition and inference tasks. Given the complexity of the battlespace, ML has the potential to revolutionise how Coalition Situation Underst",no-doi,no-doi,no,yes,,no,
P124,P01_0437,Winning at All Cost: A Small Environment for Eliciting Specification Gaming Behaviors in Large Language Models,"Malmqvist, L.",2026,10.1007/978-3-032-01823-6_4,,4,,"RQ: Winning at All Cost: A Small Environment for Eliciting Specification Gaming Behaviors in Large Language Models | Abstract: This study reveals how frontier Large Language Models LLMs can “game the system” when faced with impossible situations, a critical security and alignment concern. Using a novel textual simulation approach, we presented three leading LLMs (o",paywalled,paywalled,no,yes,,no,https://doi.org/10.1007/978-3-032-01823-6_4
P1240,P01_2826,Scaling Up AI Alignment,"Singh, A",2026,,,3,,"RQ: Scaling Up AI Alignment | Abstract: From expert AI systems of the 1970s to self-supervised systems of the 2020s, the pendulum of AI development has swung from heavy reliance on human feedback to no or minimal reliance in the last 50 years. Self-supervised approaches have cont",no-doi,no-doi,no,yes,,no,
P1241,P01_2827,Generalizing Alignment Paradigm of Text-to-Image Generation with Preferences Through f-Divergence Minimization,"Sun, HY; Xia, B; Chang, YZ; Wang, XQ",2025,,,3,,"RQ: Generalizing Alignment Paradigm of Text-to-Image Generation with Preferences Through f-Divergence Minimization | Abstract: Direct Preference Optimization (DPO) has recently expanded its successful application from aligning large language models (LLMs) to aligning text-to-image models with human preferences, which has generated considerable interest within the c",no-doi,no-doi,no,yes,,no,
P1242,P01_2828,SEAL: Systematic Error Analysis for Value ALignment,"Revel, M; Cargnelutti, M; Eloundou, T; Leppert, G",2025,,,5,,"RQ: SEAL: Systematic Error Analysis for Value ALignment | Abstract: Reinforcement Learning from Human Feedback (RLHF) aims to align language models (LMs) with human values by training reward models (RMs) on binary preferences and using these RMs to fine-tune the base LMs. Despite its importance, the interna",no-doi,no-doi,no,yes,,no,
P1243,P01_2829,Back to Basics: Revisiting REINFORCE-Style Optimization for Learning from Human Feedback in LLMs,"Ahmadian, A; Cremer, C; Gallé, M; Fadee, M; Kreutzerl, J; Pietquin, O; Üstün, A; Hooker, S",2024,,,3,,RQ: Back to Basics: Revisiting REINFORCE-Style Optimization for Learning from Human Feedback in LLMs | Abstract: AI alignment in the shape of Reinforcement Learning from Human Feedback (RLHF) is increasingly treated as a crucial ingredient for high performance large language models. PROXIMAL POLICY OPTIMIZATION (PPO) has been positioned by recent lite,no-doi,no-doi,no,yes,,no,
P1244,P01_2831,KorNAT: LLM Alignment Benchmark for Korean Social Values and Common Knowledge,"Lee, J; Kim, M; Kim, S; Kim, J; Won, S; Lee, H; Choi, E",2024,,,3,,"RQ: KorNAT: LLM Alignment Benchmark for Korean Social Values and Common Knowledge | Abstract: For Large Language Models (LLMs) to be effectively deployed in a specific country, they must possess an understanding of the nation's culture and basic knowledge. To this end, we introduce National Alignment, which measures an alignment bet",no-doi,no-doi,no,yes,,no,
P1245,P01_2832,Second Thoughts are Best: Learning to Re-AlignWith Human Values from Text Edits,"Liu, RB; Jia, CY; Zhang, G; Zhuang, ZY; Liu, TX; Vosoughi, S",2022,,,4,,"RQ: Second Thoughts are Best: Learning to Re-AlignWith Human Values from Text Edits | Abstract: We present SECOND THOUGHTS, a new learning paradigm that enables language models (LMs) to re-align with human values. By modeling the chain-of-edits between value-unaligned and value-aligned text, with LM fine-tuning and additional refineme",no-doi,no-doi,no,yes,,no,
P1246,P01_2833,"Taming Simulators: Challenges, Pathways and Vision for the Alignment of Large Language Models","Bereska, L; Gavves, E",2023,,,5,,"RQ: Taming Simulators: Challenges, Pathways and Vision for the Alignment of Large Language Models | Abstract: As AI systems continue to advance in power and prevalence, ensuring alignment between humans and AI is crucial to prevent catastrophic outcomes. The greater the capabilities and generality of an AI system, combined with its development of g",no-doi,retrieved-manual,yes,no,,no,
P1247,P01_2834,Nothing ComesWithout Its World - Practical Challenges of Aligning LLMs to Situated Human Values through RLHF,"Arzberger, A; Buijsman, S; Lupetti, ML; Bozzon, A; Yang, J",2024,,,4,,"RQ: Nothing ComesWithout Its World - Practical Challenges of Aligning LLMs to Situated Human Values through RLHF | Abstract: Work on value alignment aims to ensure that human values are respected by AI systems. However, existing approaches tend to rely on universal framings of human values that obscure the question of which values the systems should capture and a",no-doi,no-doi,no,yes,,no,
